2025-11-02_01-06-00_160325220702.txt,2
2025-11-02_01-06-11_160325220702.txt,5
2025-11-02_01-06-24_160325220702.txt,3
2025-11-02_01-06-37_160325220702.txt,0
2025-11-02_01-06-48_160325220702.txt,1
2025-11-02_01-06-58_160325220702.txt,0
2025-11-02_01-07-10_160325220702.txt,3
2025-11-02_01-07-21_160325220702.txt,2
2025-11-02_01-07-31_160325220702.txt,5
2025-11-02_01-07-43_160325220702.txt,4
2025-11-02_01-07-57_160325220702.txt,0
2025-11-02_01-08-09_160325220702.txt,3
2025-11-02_01-08-21_160325220702.txt,2
2025-11-02_01-08-33_160325220702.txt,4
2025-11-02_01-08-46_160325220702.txt,5
2025-11-02_01-08-58_160325220702.txt,0
2025-11-02_01-09-09_160325220702.txt,3
2025-11-02_01-09-20_160325220702.txt,5
2025-11-02_01-09-33_160325220702.txt,1
2025-11-02_01-09-46_160325220702.txt,2
2025-11-02_01-09-57_160325220702.txt,0
2025-11-02_01-10-07_160325220702.txt,3
2025-11-02_01-10-18_160325220702.txt,5
2025-11-02_01-10-31_160325220702.txt,2
2025-11-02_01-10-43_160325220702.txt,4
2025-11-02_01-10-55_160325220702.txt,0
2025-11-02_01-11-08_160325220702.txt,3
2025-11-02_01-11-21_160325220702.txt,5
2025-11-02_01-11-33_160325220702.txt,2
2025-11-02_01-11-47_160325220702.txt,4
